#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   1   2  1.1e-295    2e-294  975.9   2.9     1   451     8   505     8   524 0.95 -
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   2   2   5.7e-11   9.9e-10   37.1   0.5   440   477   534   583   520   583 0.80 -
TRINITY_DN9830_c0_g1_i4:461-1222    -            254 41297at7898          -            477   3.2e-11   42.0   0.0   1   1   2.4e-12   4.2e-11   41.6   0.0    16   201    46   247    35   252 0.78 -
TRINITY_DN31663_c0_g2_i1:1375-2277  -            301 41297at7898          -            477   4.1e-11   41.6   0.0   1   1   3.1e-12   5.4e-11   41.3   0.0    13   203     6   211     3   246 0.79 -
TRINITY_DN8735_c1_g1_i3:870-1526    -            219 41297at7898          -            477   4.9e-11   41.4   0.0   1   1   2.9e-12   5.1e-11   41.4   0.0   131   210     2    96     1   191 0.80 -
TRINITY_DN669_c3_g1_i1:1324-1932    -            203 41297at7898          -            477     6e-11   41.1   0.0   1   1   3.8e-12   6.5e-11   41.0   0.0    67   210     9   155     3   202 0.82 -
TRINITY_DN669_c3_g1_i2:1324-1932    -            203 41297at7898          -            477     6e-11   41.1   0.0   1   1   3.8e-12   6.5e-11   41.0   0.0    67   210     9   155     3   202 0.82 -
TRINITY_DN40378_c0_g1_i1:25-462     -            146 41297at7898          -            477   7.7e-11   40.8   0.0   1   1   4.6e-12     8e-11   40.7   0.0    37   180     3   143     1   146 0.87 -
TRINITY_DN9830_c0_g1_i5:278-1201    -            308 41297at7898          -            477   9.1e-11   40.5   0.0   1   1   6.7e-12   1.2e-10   40.2   0.0    16   200   106   306    95   308 0.78 -
TRINITY_DN541_c0_g1_i4:789-1790     -            334 41297at7898          -            477   9.9e-11   40.4   2.0   1   1   8.6e-12   1.5e-10   39.8   0.5     3   210    11   238     9   249 0.72 -
TRINITY_DN25544_c0_g2_i9:832-1638   -            269 41297at7898          -            477   1.2e-10   40.1   0.1   1   1   8.1e-12   1.4e-10   39.9   0.1    16   210    22   221     7   251 0.79 -
TRINITY_DN17020_c0_g1_i4:216-857    -            214 41297at7898          -            477   1.3e-10   40.0   0.2   1   1     3e-11   5.2e-10   38.0   0.2    17   205     1   209     1   214 0.72 -
TRINITY_DN47161_c0_g1_i10:2-1143    -            269 41297at7898          -            477   1.4e-10   39.9   0.0   1   1     1e-11   1.7e-10   39.6   0.0     8   258     6   257     3   267 0.75 -
TRINITY_DN2470_c0_g1_i2:9-797       -            263 41297at7898          -            477   1.7e-10   39.6   0.0   1   2    0.0008     0.014   13.5   0.0    12   101    18   111    14   117 0.76 -
TRINITY_DN2470_c0_g1_i2:9-797       -            263 41297at7898          -            477   1.7e-10   39.6   0.0   2   2   4.4e-07   7.6e-06   24.3   0.0   106   166   186   247   153   263 0.81 -
TRINITY_DN14423_c0_g2_i5:698-1309   -            204 41297at7898          -            477     2e-10   39.4   0.0   1   1   1.4e-11   2.4e-10   39.1   0.0    59   203    28   192     2   202 0.67 -
TRINITY_DN14423_c0_g2_i6:153-764    -            204 41297at7898          -            477     2e-10   39.4   0.0   1   1   1.4e-11   2.4e-10   39.1   0.0    59   203    28   192     2   202 0.67 -
TRINITY_DN14423_c0_g2_i6:2360-2971  -            204 41297at7898          -            477     2e-10   39.4   0.0   1   1   1.4e-11   2.4e-10   39.1   0.0    59   203    28   192     2   202 0.67 -
TRINITY_DN14423_c0_g2_i9:153-764    -            204 41297at7898          -            477     2e-10   39.4   0.0   1   1   1.4e-11   2.4e-10   39.1   0.0    59   203    28   192     2   202 0.67 -
TRINITY_DN14423_c0_g2_i9:2360-2971  -            204 41297at7898          -            477     2e-10   39.4   0.0   1   1   1.4e-11   2.4e-10   39.1   0.0    59   203    28   192     2   202 0.67 -
TRINITY_DN13351_c0_g1_i1:328-900    -            191 41297at7898          -            477   2.2e-10   39.2   0.0   1   1   1.5e-11   2.7e-10   39.0   0.0   105   208    27   126     7   137 0.84 -
TRINITY_DN2470_c0_g1_i1:9-797       -            263 41297at7898          -            477   2.5e-10   39.1   0.1   1   2    0.0008     0.014   13.5   0.0    12   101    18   111    14   117 0.76 -
TRINITY_DN2470_c0_g1_i1:9-797       -            263 41297at7898          -            477   2.5e-10   39.1   0.1   2   2   6.6e-07   1.2e-05   23.7   0.0   106   166   186   247   168   263 0.81 -
TRINITY_DN25544_c0_g2_i7:832-1638   -            269 41297at7898          -            477   2.5e-10   39.1   0.1   1   1   1.7e-11   2.9e-10   38.9   0.1    16   210    22   221     8   251 0.79 -
TRINITY_DN25544_c0_g2_i2:832-1638   -            269 41297at7898          -            477   2.9e-10   38.9   0.0   1   1     2e-11   3.5e-10   38.6   0.0    16   209    22   220     8   237 0.78 -
TRINITY_DN25544_c0_g2_i4:832-1638   -            269 41297at7898          -            477   2.9e-10   38.9   0.0   1   1     2e-11   3.5e-10   38.6   0.0    16   209    22   220     8   237 0.78 -
TRINITY_DN541_c0_g1_i2:489-1490     -            334 41297at7898          -            477     3e-10   38.8   2.4   1   1     3e-11   5.3e-10   38.0   0.9     3   210    11   238     9   251 0.72 -
TRINITY_DN13369_c0_g1_i17:156-560   -            135 41297at7898          -            477   3.5e-10   38.6   0.9   1   1   2.2e-11   3.8e-10   38.5   0.9    18   149     2   134     1   135 0.81 -
TRINITY_DN8114_c0_g2_i1:292-744     -            151 41297at7898          -            477     4e-10   38.4   0.5   1   1   2.6e-11   4.5e-10   38.2   0.5    17   155    10   150     3   151 0.78 -
TRINITY_DN8114_c0_g2_i2:292-744     -            151 41297at7898          -            477     4e-10   38.4   0.5   1   1   2.6e-11   4.5e-10   38.2   0.5    17   155    10   150     3   151 0.78 -
TRINITY_DN48687_c0_g1_i1:0-680      -            227 41297at7898          -            477   4.2e-10   38.3   0.0   1   1   2.4e-11   4.2e-10   38.3   0.0   113   203    69   161     3   217 0.81 -
TRINITY_DN8952_c1_g2_i1:92-550      -            153 41297at7898          -            477   4.2e-10   38.3   0.0   1   1   2.5e-11   4.4e-10   38.3   0.0   117   256     4   149     1   152 0.76 -
TRINITY_DN541_c0_g1_i11:789-1733    -            315 41297at7898          -            477   5.2e-10   38.0   1.7   1   1   5.6e-11   9.8e-10   37.1   0.4    15   210     4   219     2   233 0.72 -
TRINITY_DN17489_c0_g1_i1:1239-2060  -            274 41297at7898          -            477   5.2e-10   38.0   0.0   1   1   3.9e-11   6.8e-10   37.6   0.0    17   212    19   225     8   237 0.72 -
TRINITY_DN2570_c0_g1_i12:248-913    -            222 41297at7898          -            477   5.7e-10   37.9   0.0   1   1   4.9e-11   8.5e-10   37.3   0.0   106   202    32   142    25   158 0.79 -
TRINITY_DN2570_c0_g1_i10:586-1260   -            225 41297at7898          -            477   5.9e-10   37.9   0.0   1   1   5.1e-11   8.8e-10   37.3   0.0   106   202    32   142    25   158 0.79 -
TRINITY_DN2570_c0_g1_i5:586-1260    -            225 41297at7898          -            477   5.9e-10   37.9   0.0   1   1   5.1e-11   8.8e-10   37.3   0.0   106   202    32   142    25   158 0.79 -
TRINITY_DN8952_c2_g1_i1:364-1530    -            372 41297at7898          -            477   8.4e-10   37.3   0.0   1   2     0.012       0.2    9.7   0.0    13   105    11   109     7   119 0.66 -
TRINITY_DN8952_c2_g1_i1:364-1530    -            372 41297at7898          -            477   8.4e-10   37.3   0.0   2   2   1.6e-07   2.8e-06   25.7   0.0   117   204   188   277   161   320 0.84 -
TRINITY_DN9189_c0_g2_i1:895-2358    -            488 41297at7898          -            477   9.8e-10   37.1   0.1   1   1   1.6e-10   2.8e-09   35.6   0.0    16   152   143   283   135   299 0.88 -
TRINITY_DN16814_c0_g1_i1:1790-4174  -            795 41297at7898          -            477   1.1e-09   37.0   0.1   1   1   9.6e-11   1.7e-09   36.4   0.1   133   259     1   131     1   147 0.85 -
TRINITY_DN16814_c0_g1_i5:1790-4174  -            795 41297at7898          -            477   1.1e-09   37.0   0.1   1   1   9.6e-11   1.7e-09   36.4   0.1   133   259     1   131     1   147 0.85 -
TRINITY_DN2174_c0_g1_i4:878-1708    -            277 41297at7898          -            477   1.1e-09   36.9   0.0   1   1   7.9e-11   1.4e-09   36.6   0.0    37   241    20   242     7   253 0.77 -
TRINITY_DN39835_c0_g1_i16:321-932   -            204 41297at7898          -            477   1.2e-09   36.9   0.0   1   1   7.3e-11   1.3e-09   36.7   0.0   117   256    53   198    25   204 0.74 -
TRINITY_DN38686_c0_g1_i1:1497-2348  -            284 41297at7898          -            477   1.3e-09   36.7   0.0   1   1   8.6e-11   1.5e-09   36.5   0.0    36   210    35   213    16   248 0.80 -
TRINITY_DN38686_c0_g1_i3:1497-2348  -            284 41297at7898          -            477   1.3e-09   36.7   0.0   1   1   8.6e-11   1.5e-09   36.5   0.0    36   210    35   213    16   248 0.80 -
TRINITY_DN10660_c0_g1_i2:423-1025   -            201 41297at7898          -            477   1.3e-09   36.7   0.0   1   1     1e-10   1.8e-09   36.2   0.0   116   253     6   163     2   173 0.73 -
TRINITY_DN541_c0_g1_i13:489-1433    -            315 41297at7898          -            477   1.5e-09   36.6   2.0   1   1     2e-10   3.5e-09   35.3   0.6    15   210     4   219     2   231 0.72 -
TRINITY_DN541_c0_g1_i7:489-1433     -            315 41297at7898          -            477   1.5e-09   36.6   2.0   1   1     2e-10   3.5e-09   35.3   0.6    15   210     4   219     2   231 0.72 -
TRINITY_DN2174_c0_g1_i14:897-1730   -            278 41297at7898          -            477   1.7e-09   36.3   0.0   1   1   1.2e-10   2.1e-09   36.0   0.0    37   241    20   243     7   254 0.76 -
TRINITY_DN2174_c0_g1_i19:1574-2407  -            278 41297at7898          -            477   1.7e-09   36.3   0.0   1   1   1.2e-10   2.1e-09   36.0   0.0    37   241    20   243     7   254 0.76 -
TRINITY_DN2174_c0_g1_i6:1593-2426   -            278 41297at7898          -            477   1.7e-09   36.3   0.0   1   1   1.2e-10   2.1e-09   36.0   0.0    37   241    20   243     7   254 0.76 -
TRINITY_DN541_c0_g1_i16:789-1733    -            315 41297at7898          -            477   1.8e-09   36.3   1.8   1   1   1.8e-10   3.2e-09   35.4   0.5    15   210     4   219     2   233 0.72 -
TRINITY_DN13846_c0_g2_i1:39-803     -            255 41297at7898          -            477   1.8e-09   36.2   0.0   1   1   1.3e-10   2.3e-09   35.9   0.0    59   213     4   181     1   192 0.73 -
TRINITY_DN13846_c0_g2_i2:39-803     -            255 41297at7898          -            477   1.8e-09   36.2   0.0   1   1   1.3e-10   2.3e-09   35.9   0.0    59   213     4   181     1   192 0.73 -
TRINITY_DN53803_c0_g1_i1:54-473     -            140 41297at7898          -            477     2e-09   36.1   0.1   1   1   1.4e-10   2.4e-09   35.8   0.1    15   156     5   140     2   140 0.93 -
TRINITY_DN39835_c0_g1_i15:98-910    -            271 41297at7898          -            477   2.4e-09   35.8   0.0   1   1   1.7e-10   2.9e-09   35.6   0.0   117   256   120   265    88   271 0.74 -
TRINITY_DN39835_c0_g1_i17:321-1133  -            271 41297at7898          -            477   2.4e-09   35.8   0.0   1   1   1.7e-10   2.9e-09   35.6   0.0   117   256   120   265    88   271 0.74 -
TRINITY_DN39835_c0_g1_i19:321-1133  -            271 41297at7898          -            477   2.4e-09   35.8   0.0   1   1   1.7e-10   2.9e-09   35.6   0.0   117   256   120   265    88   271 0.74 -
TRINITY_DN15845_c0_g1_i5:4-552      -            183 41297at7898          -            477   2.7e-09   35.7   0.0   1   1   1.6e-10   2.8e-09   35.6   0.0    71   205    40   177     1   181 0.76 -
TRINITY_DN5445_c1_g1_i1:603-1517    -            305 41297at7898          -            477   3.7e-09   35.2   0.0   1   1   2.7e-10   4.7e-09   34.9   0.0    57   210    63   236    45   277 0.76 -
TRINITY_DN17020_c0_g1_i5:547-1419   -            291 41297at7898          -            477   3.9e-09   35.1   0.1   1   1   1.1e-09   1.8e-08   32.9   0.1    84   209    50   192    33   207 0.71 -
TRINITY_DN22480_c0_g1_i1:367-969    -            201 41297at7898          -            477   4.8e-09   34.9   0.0   1   1   2.8e-10   4.9e-09   34.8   0.0    86   212     2   135     1   182 0.84 -
TRINITY_DN7287_c0_g1_i5:8-589       -            194 41297at7898          -            477   4.9e-09   34.8   0.0   1   1     3e-10   5.3e-09   34.7   0.0    85   209    20   150     1   165 0.81 -
TRINITY_DN15845_c0_g1_i11:1-537     -            179 41297at7898          -            477   5.1e-09   34.8   0.0   1   1   3.3e-10   5.8e-09   34.6   0.0    86   205    51   173    20   177 0.81 -
TRINITY_DN2470_c0_g1_i3:0-2513      -            838 41297at7898          -            477   5.8e-09   34.6   0.1   1   2    0.0057     0.099   10.7   0.0    12   101   590   683   586   688 0.76 -
TRINITY_DN2470_c0_g1_i3:0-2513      -            838 41297at7898          -            477   5.8e-09   34.6   0.1   2   2   3.3e-06   5.8e-05   21.4   0.0   106   167   758   820   741   837 0.80 -
TRINITY_DN1875_c1_g1_i1:421-1350    -            310 41297at7898          -            477   6.5e-09   34.4   0.0   1   1     5e-10   8.7e-09   34.0   0.0    15   139   190   310   184   310 0.86 -
TRINITY_DN28889_c1_g1_i1:0-578      -            193 41297at7898          -            477   6.8e-09   34.3   0.0   1   1   4.8e-10   8.3e-09   34.1   0.0    15   158    20   174     8   178 0.72 -
TRINITY_DN17020_c0_g1_i6:59-652     -            198 41297at7898          -            477   7.3e-09   34.2   0.1   1   1   1.2e-09   2.1e-08   32.7   0.1    17   182     1   187     1   196 0.68 -
TRINITY_DN7217_c0_g1_i14:18-704     -            229 41297at7898          -            477   7.3e-09   34.2   0.0   1   1   4.5e-10   7.8e-09   34.1   0.0   116   286    43   216     4   228 0.82 -
TRINITY_DN7217_c0_g1_i15:18-704     -            229 41297at7898          -            477   7.3e-09   34.2   0.0   1   1   4.5e-10   7.8e-09   34.1   0.0   116   286    43   216     4   228 0.82 -
TRINITY_DN3666_c0_g1_i19:231-1085   -            285 41297at7898          -            477   7.9e-09   34.1   0.0   1   1   6.2e-10   1.1e-08   33.7   0.0    29   228    35   245    28   255 0.80 -
TRINITY_DN8072_c0_g1_i4:478-918     -            147 41297at7898          -            477   8.2e-09   34.1   0.0   1   1     5e-10   8.8e-09   34.0   0.0    17   155     2   146     1   147 0.86 -
TRINITY_DN2558_c0_g1_i11:1113-2123  -            337 41297at7898          -            477   9.7e-09   33.8   0.1   1   1   8.5e-09   1.5e-07   29.9   0.1    15   209    13   227     7   242 0.75 -
TRINITY_DN2558_c0_g1_i10:1767-2777  -            337 41297at7898          -            477     1e-08   33.8   0.1   1   1   8.5e-09   1.5e-07   29.9   0.1    15   209    13   227     7   242 0.75 -
TRINITY_DN2558_c0_g1_i6:1893-2837   -            315 41297at7898          -            477   1.3e-08   33.5   0.1   1   1   1.1e-08   1.8e-07   29.6   0.1    15   209     4   218     1   233 0.75 -
TRINITY_DN14529_c0_g1_i1:105-416    -            104 41297at7898          -            477   1.3e-08   33.5   0.1   1   1   7.9e-10   1.4e-08   33.3   0.1    58   156     1   103     1   104 0.86 -
TRINITY_DN2031_c0_g1_i1:1163-2278   -            372 41297at7898          -            477   1.4e-08   33.3   0.0   1   1   1.2e-09     2e-08   32.8   0.0    16   215   144   356   134   366 0.74 -
TRINITY_DN2031_c0_g1_i6:2107-3222   -            372 41297at7898          -            477   1.4e-08   33.3   0.0   1   1   1.2e-09     2e-08   32.8   0.0    16   215   144   356   134   366 0.74 -
TRINITY_DN36737_c0_g1_i1:295-1149   -            285 41297at7898          -            477   1.5e-08   33.2   0.0   1   1   1.2e-09     2e-08   32.8   0.0    63   224    78   254    58   271 0.76 -
TRINITY_DN31010_c0_g2_i1:39-431     -            131 41297at7898          -            477   1.9e-08   32.9   0.0   1   1   1.4e-09   2.4e-08   32.5   0.0   132   252     1   130     1   131 0.74 -
TRINITY_DN25624_c0_g1_i1:39-326     -             96 41297at7898          -            477   2.1e-08   32.7   0.1   1   1   1.3e-09   2.2e-08   32.7   0.1   104   158    30    85     4    92 0.87 -
TRINITY_DN2813_c0_g2_i1:39-566      -            176 41297at7898          -            477   2.5e-08   32.5   0.0   1   1   1.8e-09   3.1e-08   32.2   0.0   112   229    13   131     7   172 0.79 -
TRINITY_DN2558_c0_g1_i7:1767-2777   -            337 41297at7898          -            477   3.1e-08   32.2   0.1   1   1   1.3e-08   2.2e-07   29.4   0.1    15   209    13   227     8   242 0.73 -
TRINITY_DN2558_c0_g1_i3:1161-2105   -            315 41297at7898          -            477   3.9e-08   31.8   0.1   1   1   1.5e-08   2.6e-07   29.1   0.1    15   209     4   218     1   233 0.73 -
TRINITY_DN18816_c0_g2_i1:43-618     -            192 41297at7898          -            477     5e-08   31.5   0.0   1   1   2.9e-09     5e-08   31.5   0.0    52   197    34   190     1   192 0.73 -
TRINITY_DN1568_c1_g1_i3:461-1264    -            268 41297at7898          -            477   5.1e-08   31.5   0.0   1   1   3.8e-09   6.6e-08   31.1   0.0    13   163     2   151     1   227 0.75 -
TRINITY_DN1568_c1_g1_i10:465-1268   -            268 41297at7898          -            477   5.2e-08   31.4   0.0   1   1   3.9e-09   6.8e-08   31.0   0.0    13   163     2   151     1   226 0.76 -
TRINITY_DN1568_c1_g1_i1:465-1268    -            268 41297at7898          -            477   5.2e-08   31.4   0.0   1   1   3.9e-09   6.8e-08   31.0   0.0    13   163     2   151     1   226 0.76 -
TRINITY_DN1568_c1_g1_i6:461-1264    -            268 41297at7898          -            477   5.2e-08   31.4   0.0   1   1   3.9e-09   6.8e-08   31.0   0.0    13   163     2   151     1   226 0.76 -
TRINITY_DN11163_c0_g1_i1:1609-2385  -            259 41297at7898          -            477   5.3e-08   31.4   0.0   1   1   3.4e-09     6e-08   31.2   0.0    44   181    26   167    11   255 0.70 -
TRINITY_DN7287_c0_g1_i6:515-1090    -            192 41297at7898          -            477   5.6e-08   31.3   0.0   1   1   3.9e-09   6.8e-08   31.0   0.0    86   209     7   136     5   161 0.81 -
TRINITY_DN2600_c3_g2_i1:960-1862    -            301 41297at7898          -            477   6.6e-08   31.1   0.0   1   1   4.3e-09   7.6e-08   30.9   0.0    16   205     7   211     2   274 0.74 -
TRINITY_DN2600_c3_g2_i3:962-1864    -            301 41297at7898          -            477   6.6e-08   31.1   0.0   1   1   4.3e-09   7.6e-08   30.9   0.0    16   205     7   211     2   274 0.74 -
TRINITY_DN2600_c3_g2_i4:962-1864    -            301 41297at7898          -            477   6.6e-08   31.1   0.0   1   1   4.3e-09   7.6e-08   30.9   0.0    16   205     7   211     2   274 0.74 -
TRINITY_DN2600_c3_g2_i6:960-1862    -            301 41297at7898          -            477   6.6e-08   31.1   0.0   1   1   4.3e-09   7.6e-08   30.9   0.0    16   205     7   211     2   274 0.74 -
TRINITY_DN2600_c3_g2_i8:960-1862    -            301 41297at7898          -            477   6.6e-08   31.1   0.0   1   1   4.3e-09   7.6e-08   30.9   0.0    16   205     7   211     2   274 0.74 -
TRINITY_DN9898_c0_g1_i11:0-767      -            256 41297at7898          -            477   1.2e-07   30.2   0.0   1   1   7.5e-09   1.3e-07   30.1   0.0   131   264     1   143     1   193 0.79 -
TRINITY_DN8151_c1_g1_i1:872-1588    -            239 41297at7898          -            477   2.6e-07   29.1   0.0   1   1   1.7e-08     3e-07   28.9   0.0    67   251    40   237    35   239 0.73 -
TRINITY_DN383_c4_g1_i5:2-928        -            309 41297at7898          -            477     4e-07   28.5   0.2   1   1   3.6e-08   6.3e-07   27.9   0.2    15   135   192   308   186   309 0.82 -
TRINITY_DN21779_c0_g1_i1:2-757      -            252 41297at7898          -            477   4.4e-07   28.4   0.0   1   1   2.8e-08   4.9e-07   28.2   0.0   110   213   105   211     1   224 0.71 -
TRINITY_DN51228_c0_g1_i1:98-652     -            185 41297at7898          -            477   4.8e-07   28.3   3.9   1   1   3.3e-08   5.8e-07   28.0   3.9    15   156    39   185    27   185 0.77 -
TRINITY_DN3666_c0_g1_i24:231-989    -            253 41297at7898          -            477   5.9e-07   27.9   0.0   1   1   4.2e-08   7.3e-07   27.6   0.0    31   228     5   213     2   235 0.79 -
TRINITY_DN8114_c0_g1_i2:680-1294    -            205 41297at7898          -            477   6.5e-07   27.8   0.3   1   1   1.4e-07   2.4e-06   25.9   0.3   147   220     6    79     1   197 0.89 -
TRINITY_DN7217_c0_g1_i7:96-599      -            168 41297at7898          -            477   6.8e-07   27.8   0.0   1   1   4.5e-08   7.7e-07   27.6   0.0   117   256    18   162     9   166 0.77 -
TRINITY_DN15845_c0_g1_i3:40-606     -            189 41297at7898          -            477   1.1e-06   27.0   0.0   1   1   8.1e-08   1.4e-06   26.7   0.0    13   160    24   177    14   185 0.74 -
TRINITY_DN4214_c0_g1_i2:80-829      -            250 41297at7898          -            477     2e-06   26.2   0.0   1   1   1.4e-07   2.5e-06   25.9   0.0    37   252    19   240     9   246 0.75 -
TRINITY_DN9640_c0_g1_i5:4-816       -            271 41297at7898          -            477   4.7e-06   25.0   0.0   1   1   3.7e-07   6.4e-06   24.5   0.0    66   253    56   257    52   264 0.70 -
TRINITY_DN12108_c0_g1_i1:145-612    -            156 41297at7898          -            477   5.4e-06   24.8   0.0   1   1   3.1e-07   5.4e-06   24.8   0.0    67   157    59   154    14   156 0.76 -
TRINITY_DN3732_c0_g1_i2:1734-2333   -            200 41297at7898          -            477   6.6e-06   24.5   0.0   1   1   4.2e-07   7.2e-06   24.4   0.0   110   209    14   129     5   174 0.80 -
TRINITY_DN3732_c0_g1_i4:13-612      -            200 41297at7898          -            477   6.6e-06   24.5   0.0   1   1   4.2e-07   7.2e-06   24.4   0.0   110   209    14   129     5   174 0.80 -
TRINITY_DN3732_c0_g1_i6:1011-1610   -            200 41297at7898          -            477   6.6e-06   24.5   0.0   1   1   4.2e-07   7.2e-06   24.4   0.0   110   209    14   129     5   174 0.80 -
TRINITY_DN3732_c0_g1_i7:1011-1610   -            200 41297at7898          -            477   6.6e-06   24.5   0.0   1   1   4.2e-07   7.2e-06   24.4   0.0   110   209    14   129     5   174 0.80 -
TRINITY_DN3732_c0_g1_i8:1011-1610   -            200 41297at7898          -            477   6.6e-06   24.5   0.0   1   1   4.2e-07   7.2e-06   24.4   0.0   110   209    14   129     5   174 0.80 -
TRINITY_DN9702_c0_g4_i1:1278-2246   -            323 41297at7898          -            477   6.6e-06   24.5   0.0   1   1   4.9e-07   8.5e-06   24.1   0.0    53   211   106   276    54   312 0.64 -
TRINITY_DN7331_c0_g1_i16:57-821     -            255 41297at7898          -            477   8.3e-06   24.2   0.0   1   1   6.5e-07   1.1e-05   23.7   0.0    61   200     6   166     2   184 0.65 -
TRINITY_DN7331_c0_g1_i17:57-821     -            255 41297at7898          -            477   8.3e-06   24.2   0.0   1   1   6.5e-07   1.1e-05   23.7   0.0    61   200     6   166     2   184 0.65 -
TRINITY_DN4214_c0_g1_i4:1469-2764   -            432 41297at7898          -            477   8.4e-06   24.1   0.0   1   1   7.8e-07   1.4e-05   23.5   0.0    37   252   202   423   191   428 0.75 -
TRINITY_DN4214_c0_g1_i5:1470-2765   -            432 41297at7898          -            477   8.4e-06   24.1   0.0   1   1   7.8e-07   1.4e-05   23.5   0.0    37   252   202   423   191   428 0.75 -
TRINITY_DN4214_c0_g1_i7:1456-2751   -            432 41297at7898          -            477   8.4e-06   24.1   0.0   1   1   7.8e-07   1.4e-05   23.5   0.0    37   252   202   423   191   428 0.75 -
TRINITY_DN4214_c0_g1_i9:1461-2756   -            432 41297at7898          -            477   8.4e-06   24.1   0.0   1   1   7.8e-07   1.4e-05   23.5   0.0    37   252   202   423   191   428 0.75 -
TRINITY_DN3666_c0_g1_i45:581-1396   -            272 41297at7898          -            477   8.8e-06   24.1   0.0   1   1   6.9e-07   1.2e-05   23.6   0.0    29   223    35   240    28   251 0.78 -
TRINITY_DN11529_c0_g2_i1:460-1146   -            229 41297at7898          -            477   9.5e-06   24.0   0.0   1   1   2.9e-06     5e-05   21.6   0.0    17   164     3   152     1   227 0.64 -
TRINITY_DN11529_c0_g2_i2:460-1146   -            229 41297at7898          -            477   9.5e-06   24.0   0.0   1   1   2.9e-06     5e-05   21.6   0.0    17   164     3   152     1   227 0.64 -
TRINITY_DN21142_c0_g1_i1:1249-1956  -            236 41297at7898          -            477     1e-05   23.9   0.0   1   1   5.8e-07     1e-05   23.9   0.0   120   200   127   219    29   233 0.82 -
TRINITY_DN21142_c0_g1_i4:1261-1968  -            236 41297at7898          -            477     1e-05   23.9   0.0   1   1   5.8e-07     1e-05   23.9   0.0   120   200   127   219    29   233 0.82 -
TRINITY_DN4165_c1_g1_i5:4566-5252   -            229 41297at7898          -            477   1.1e-05   23.7   0.0   1   1   3.6e-06   6.3e-05   21.3   0.0    17   164     3   152     1   227 0.64 -
TRINITY_DN7331_c0_g1_i7:18-518      -            167 41297at7898          -            477     2e-05   22.9   0.0   1   1   1.2e-06   2.1e-05   22.8   0.0    60   184     4   144     1   167 0.64 -
TRINITY_DN7331_c0_g1_i13:1-840      -            280 41297at7898          -            477   2.3e-05   22.7   0.0   1   1   2.2e-06   3.9e-05   22.0   0.0    37   184     8   167     4   209 0.66 -
TRINITY_DN7331_c0_g1_i14:1-840      -            280 41297at7898          -            477   2.4e-05   22.7   0.0   1   1   2.2e-06   3.9e-05   22.0   0.0    37   184     8   167     4   209 0.66 -
TRINITY_DN11773_c0_g1_i1:125-907    -            261 41297at7898          -            477   5.2e-05   21.5   0.0   1   1   4.2e-06   7.3e-05   21.0   0.0    85   211   107   242   101   249 0.71 -
TRINITY_DN21504_c0_g1_i6:3-431      -            143 41297at7898          -            477   5.8e-05   21.4   0.3   1   1   3.5e-06   6.1e-05   21.3   0.3    20   154     3   143     1   143 0.72 -
TRINITY_DN10740_c0_g2_i2:245-661    -            139 41297at7898          -            477    0.0001   20.6   0.1   1   1   6.4e-06   0.00011   20.4   0.1    17   142     4   139     2   139 0.66 -
TRINITY_DN10740_c0_g2_i1:245-661    -            139 41297at7898          -            477   0.00015   20.0   0.1   1   1   9.7e-06   0.00017   19.9   0.1    17   142     4   139     2   139 0.67 -
TRINITY_DN17072_c0_g2_i1:4-372      -            123 41297at7898          -            477   0.00016   19.9   0.1   1   1   9.5e-06   0.00016   19.9   0.1    13   122     3   117     1   123 0.70 -
TRINITY_DN10740_c0_g2_i3:144-569    -            142 41297at7898          -            477   0.00033   18.9   0.6   1   1     2e-05   0.00034   18.8   0.6    17   142     7   142     1   142 0.61 -
TRINITY_DN14178_c0_g1_i1:201-584    -            128 41297at7898          -            477   0.00034   18.8   0.1   1   1   2.1e-05   0.00037   18.7   0.1    17   136     2   128     1   128 0.87 -
TRINITY_DN9640_c0_g1_i3:67-612      -            182 41297at7898          -            477   0.00038   18.7   0.0   1   1   2.2e-05   0.00038   18.7   0.0   114   210    40   139     3   181 0.78 -
TRINITY_DN1034_c0_g3_i1:885-1649    -            255 41297at7898          -            477   0.00039   18.7   0.1   1   1   2.8e-05   0.00049   18.3   0.1    54   167    23   143     3   156 0.78 -
TRINITY_DN1034_c0_g1_i11:3360-4148  -            263 41297at7898          -            477   0.00063   18.0   0.1   1   1   4.6e-05    0.0008   17.6   0.1    59   163    50   161    32   182 0.74 -
TRINITY_DN1034_c0_g1_i12:3148-3936  -            263 41297at7898          -            477   0.00063   18.0   0.1   1   1   4.6e-05    0.0008   17.6   0.1    59   163    50   161    32   182 0.74 -
